ID,LOWER,UPPER,PRED
te3149,276082.5,471041.56,373562.03
te3150,75697.04,270656.1,173176.56
te3151,74388.54,269347.6,171868.06
te3152,368438.6,563397.6,465918.12
te3153,80966.62,275925.66,178446.14
te3154,491519.47,686478.5,588999.0
te3155,313119.16,508078.22,410598.7
te3156,420341.44,615300.5,517820.97
te3157,40024.68,234983.72,137504.2
te3158,335579.22,530538.25,433058.75
te3159,184882.28,379841.34,282361.8
te3160,241021.88,435980.94,338501.4
te3161,923312.25,1118271.2,1020791.75
te3162,532206.25,727165.25,629685.75
te3163,247089.44,442048.5,344568.97
te3164,115753.88,310712.94,213233.4
te3165,255394.25,450353.3,352873.78
te3166,228352.22,423311.28,325831.75
te3167,502073.72,697032.75,599553.25
te3168,229805.03,424764.1,327284.56
te3169,409915.34,604874.4,507394.88
te3170,280686.78,475645.84,378166.3
te3171,296674.88,491633.94,394154.4
te3172,453618.78,648577.8,551098.3
te3173,459566.47,654525.5,557046.0
te3174,176708.78,371667.84,274188.3
te3175,277019.9,471978.97,374499.44
te3176,150951.12,345910.2,248430.66
te3177,242188.62,437147.7,339668.16
te3178,224621.88,419580.94,322101.4
te3179,493993.97,688953.0,591473.5
te3180,161888.03,356847.1,259367.56
te3181,287350.44,482309.5,384829.97
te3182,219092.1,414051.16,316571.62
te3183,189296.03,384255.1,286775.56
te3184,249425.84,444384.9,346905.38
te3185,427221.4,622180.44,524700.94
te3186,116803.13,311762.2,214282.66
te3187,197818.03,392777.1,295297.56
te3188,203979.31,398938.38,301458.84
te3189,329059.66,524018.72,426539.2
te3190,5415.117,200374.16,102894.64
te3191,415845.94,610805.0,513325.47
te3192,163371.44,358330.47,260850.95
te3193,52940.742,247899.78,150420.27
te3194,258959.81,453918.88,356439.34
te3195,97292.88,292251.94,194772.4
te3196,501833.03,696792.06,599312.56
te3197,427427.6,622386.6,524907.1
te3198,188444.56,383403.62,285924.1
te3199,79938.98,274898.03,177418.5
te3200,348502.28,543461.3,445981.8
te3201,430291.28,625250.3,527770.8
te3202,145399.97,340359.03,242879.5
te3203,440665.72,635624.75,538145.25
te3204,157576.53,352535.6,255056.06
te3205,219522.62,414481.7,317002.16
te3206,119343.1,314302.16,216822.62
te3207,247502.75,442461.8,344982.28
te3208,416810.28,611769.3,514289.8
te3209,119948.98,314908.03,217428.5
te3210,724103.9,919062.9,821583.4
te3211,180212.94,375172.0,277692.47
te3212,284062.62,479021.7,381542.16
te3213,594221.75,789180.75,691701.25
te3214,217596.38,412555.44,315075.9
te3215,264795.72,459754.78,362275.25
te3216,182629.9,377588.97,280109.44
te3217,534120.0,729079.0,631599.5
te3218,171685.9,366644.97,269165.44
te3219,266516.9,461475.97,363996.44
te3220,448010.28,642969.3,545489.8
te3221,92774.24,287733.28,190253.77
te3222,206202.9,401161.97,303682.44
te3223,164726.75,359685.8,262206.28
te3224,375661.6,570620.6,473141.12
te3225,143145.19,338104.22,240624.7
te3226,250466.56,445425.62,347946.1
te3227,289541.4,484500.47,387020.94
te3228,190767.9,385726.97,288247.44
te3229,242400.22,437359.28,339879.75
te3230,438246.22,633205.25,535725.75
te3231,287926.3,482885.38,385405.84
te3232,67131.07,262090.12,164610.6
te3233,294837.66,489796.72,392317.2
te3234,153418.53,348377.6,250898.06
te3235,135822.22,330781.25,233301.73
te3236,597508.7,792467.7,694988.2
te3237,416701.9,611660.94,514181.44
te3238,299767.78,494726.84,397247.3
te3239,195488.72,390447.78,292968.25
te3240,396048.44,591007.5,493527.97
te3241,175463.53,370422.6,272943.06
te3242,148887.16,343846.22,246366.69
te3243,256398.19,451357.25,353877.72
te3244,0.0,172898.62,75419.11
te3245,435485.78,630444.8,532965.3
te3246,266709.25,461668.3,364188.78
te3247,102511.88,297470.94,199991.4
te3248,177287.0,372246.06,274766.53
te3249,120245.49,315204.53,217725.02
te3250,285059.1,480018.16,382538.62
te3251,267748.53,462707.6,365228.06
te3252,262800.8,457759.88,360280.34
te3253,369459.47,564418.5,466939.0
te3254,193714.62,388673.7,291194.16
te3255,83571.336,278530.38,181050.86
te3256,609532.5,804491.5,707012.0
te3257,137353.31,332312.34,234832.83
te3258,177672.47,372631.53,275152.0
te3259,293732.84,488691.9,391212.38
te3260,202140.1,397099.16,299619.62
te3261,267627.34,462586.4,365106.88
te3262,377409.7,572368.75,474889.22
te3263,457201.6,652160.6,554681.1
te3264,258630.25,453589.3,356109.78
te3265,160161.1,355120.16,257640.62
te3266,617590.3,812549.3,715069.8
te3267,220851.66,415810.72,318331.2
te3268,362368.0,557327.06,459847.53
te3269,295489.94,490449.0,392969.47
te3270,117901.695,312860.75,215381.22
te3271,387751.47,582710.5,485231.0
te3272,262341.38,457300.44,359820.9
te3273,288559.4,483518.47,386038.94
te3274,328043.1,523002.16,425522.62
te3275,407106.44,602065.5,504585.97
te3276,229149.62,424108.7,326629.16
te3277,391532.94,586492.0,489012.47
te3278,263155.6,458114.66,360635.12
te3279,148144.88,343103.94,245624.4
te3280,114685.695,309644.75,212165.22
te3281,120592.73,315551.78,218072.25
te3282,173647.75,368606.8,271127.28
te3283,141946.4,336905.44,239425.92
te3284,395288.44,590247.5,492767.97
te3285,559797.0,754756.0,657276.5
te3286,87186.29,282145.34,184665.81
te3287,89943.62,284902.66,187423.14
te3288,311342.12,506301.2,408821.66
te3289,335079.78,530038.8,432559.3
te3290,143408.06,338367.12,240887.6
te3291,219309.25,414268.3,316788.78
te3292,213660.53,408619.6,311140.06
te3293,140061.4,335020.47,237540.94
te3294,141713.84,336672.88,239193.36
te3295,164075.4,359034.44,261554.92
te3296,430291.28,625250.3,527770.8
te3297,166593.81,361552.88,264073.34
te3298,88150.01,283109.06,185629.53
te3299,219092.1,414051.16,316571.62
te3300,291975.1,486934.16,389454.62
te3301,108243.35,303202.4,205722.88
te3302,426814.22,621773.25,524293.75
te3303,156640.31,351599.38,254119.84
te3304,453294.6,648253.6,550774.1
te3305,336188.4,531147.44,433667.94
te3306,110104.77,305063.8,207584.3
te3307,342940.0,537899.06,440419.53
te3308,220651.97,415611.03,318131.5
te3309,126115.76,321074.8,223595.28
te3310,212950.1,407909.16,310429.62
te3311,109326.43,304285.47,206805.95
te3312,396772.38,591731.44,494251.9
te3313,175250.16,370209.22,272729.7
te3314,143093.31,338052.38,240572.84
te3315,339811.94,534771.0,437291.47
te3316,278796.3,473755.38,376275.84
te3317,533381.4,728340.4,630860.9
te3318,12457.57,207416.62,109937.09
te3319,133125.9,328084.97,230605.44
te3320,365764.28,560723.3,463243.8
te3321,85633.21,280592.25,183112.73
te3322,228217.38,423176.44,325696.9
te3323,187801.5,382760.56,285281.03
te3324,76352.96,271312.0,173832.48
te3325,247623.19,442582.25,345102.72
te3326,293376.34,488335.4,390855.88
te3327,80078.79,275037.84,177558.31
te3328,160711.81,355670.88,258191.34
te3329,55126.914,250085.97,152606.44
te3330,255127.5,450086.56,352607.03
te3331,124938.805,319897.84,222418.33
te3332,388400.22,583359.25,485879.75
te3333,133221.6,328180.66,230701.12
te3334,268092.12,463051.2,365571.66
te3335,240038.69,434997.75,337518.22
te3336,273031.22,467990.28,370510.75
te3337,71717.336,266676.38,169196.86
te3338,227196.78,422155.84,324676.3
te3339,285837.3,480796.38,383316.84
te3340,665058.4,860017.4,762537.9
te3341,228475.28,423434.34,325954.8
te3342,379501.66,574460.7,476981.2
te3343,266840.22,461799.28,364319.75
te3344,223351.44,418310.5,320830.97
te3345,167347.38,362306.44,264826.9
te3346,190930.4,385889.47,288409.94
te3347,395569.53,590528.56,493049.06
te3348,100815.35,295774.4,198294.88
te3349,186073.4,381032.47,283552.94
te3350,83049.43,278008.47,180528.95
te3351,187698.12,382657.2,285177.66
te3352,618870.8,813829.8,716350.3
te3353,64822.914,259781.97,162302.44
te3354,145485.94,340444.97,242965.45
te3355,29067.46,224026.5,126546.984
te3356,370185.0,565144.06,467664.53
te3357,387905.12,582864.2,485384.66
te3358,125045.52,320004.56,222525.05
te3359,229929.28,424888.34,327408.8
te3360,1597.7031,196556.75,99077.23
te3361,137171.06,332130.12,234650.6
te3362,144293.47,339252.5,241772.98
te3363,365698.47,560657.5,463178.0
te3364,148331.4,343290.47,245810.94
te3365,393853.9,588812.94,491333.44
te3366,109382.65,304341.7,206862.17
te3367,310000.4,504959.47,407479.94
te3368,393151.1,588110.1,490630.62
te3369,165560.0,360519.06,263039.53
te3370,168145.9,363104.97,265625.44
te3371,323484.47,518443.53,420964.0
te3372,218350.88,413309.94,315830.4
te3373,98746.945,293706.0,196226.47
te3374,322125.72,517084.78,419605.25
te3375,160319.38,355278.44,257798.9
te3376,261264.47,456223.53,358744.0
te3377,188155.12,383114.2,285634.66
te3378,100940.57,295899.62,198420.1
te3379,69580.35,264539.4,167059.88
te3380,721119.4,916078.4,818598.9
te3381,325145.78,520104.84,422625.3
te3382,73446.21,268405.25,170925.73
te3383,76746.63,271705.7,174226.16
te3384,249488.38,444447.44,346967.9
te3385,84977.07,279936.12,182456.6
te3386,427334.03,622293.06,524813.56
te3387,277258.56,472217.62,374738.1
te3388,179879.44,374838.5,277358.97
te3389,154903.56,349862.6,252383.08
te3390,161113.75,356072.78,258593.27
te3391,266726.28,461685.34,364205.8
te3392,169587.4,364546.47,267066.94
te3393,174285.62,369244.7,271765.16
te3394,173811.22,368770.28,271290.75
te3395,166161.75,361120.8,263641.28
te3396,136702.72,331661.78,234182.25
te3397,429788.66,624747.7,527268.2
te3398,307848.2,502807.25,405327.72
te3399,61245.15,256204.19,158724.67
te3400,344402.4,539361.44,441881.94
te3401,160391.69,355350.72,257871.2
te3402,238877.1,433836.16,336356.62
te3403,651425.06,846384.06,748904.56
te3404,241556.56,436515.62,339036.1
te3405,163189.66,358148.7,260669.17
te3406,218359.62,413318.7,315839.16
te3407,239360.19,434319.25,336839.72
te3408,114611.445,309570.5,212090.97
te3409,531922.25,726881.25,629401.75
te3410,559173.0,754132.0,656652.5
te3411,34518.93,229477.97,131998.45
te3412,176684.97,371644.03,274164.5
te3413,193560.81,388519.88,291040.34
te3414,217170.6,412129.66,314650.12
te3415,254939.56,449898.62,352419.1
te3416,60357.57,255316.62,157837.1
te3417,297181.9,492140.97,394661.44
te3418,367457.22,562416.25,464936.75
te3419,419642.16,614601.2,517121.7
te3420,402608.03,597567.06,500087.56
te3421,181852.0,376811.06,279331.53
te3422,131440.69,326399.72,228920.2
te3423,358236.72,553195.75,455716.25
te3424,92412.43,287371.47,189891.95
te3425,169830.75,364789.8,267310.28
te3426,57328.773,252287.81,154808.3
te3427,423752.7,618711.75,521232.22
te3428,261306.56,456265.62,358786.1
te3429,299759.06,494718.12,397238.6
te3430,222156.1,417115.16,319635.62
te3431,204103.84,399062.9,301583.38
te3432,109096.195,304055.25,206575.72
te3433,307582.72,502541.78,405062.25
te3434,184798.84,379757.9,282278.38
te3435,264376.88,459335.94,361856.4
te3436,101481.555,296440.6,198961.08
te3437,112900.93,307859.97,210380.45
te3438,283075.66,478034.72,380555.2
te3439,341469.47,536428.5,438949.0
te3440,234057.97,429017.03,331537.5
te3441,64115.695,259074.75,161595.22
te3442,254146.94,449106.0,351626.47
te3443,512055.66,707014.7,609535.2
te3444,145406.69,340365.75,242886.22
te3445,156075.31,351034.38,253554.84
te3446,236383.03,431342.1,333862.56
te3447,395207.62,590166.7,492687.16
te3448,497073.9,692032.94,594553.44
te3449,133031.81,327990.84,230511.33
te3450,182063.88,377022.94,279543.4
te3451,329469.47,524428.5,426949.0
te3452,325354.62,520313.7,422834.16
te3453,574142.75,769101.75,671622.25
te3454,144771.44,339730.5,242250.97
te3455,144045.97,339005.0,241525.48
te3456,112764.15,307723.2,210243.67
te3457,315445.84,510404.9,412925.38
te3458,172251.47,367210.53,269731.0
te3459,205684.94,400644.0,303164.47
te3460,264402.06,459361.12,361881.6
te3461,318707.47,513666.53,416187.0
te3462,116055.46,311014.5,213534.98
te3463,160506.78,355465.84,257986.31
te3464,256944.34,451903.4,354423.88
te3465,167320.84,362279.9,264800.38
te3466,106348.27,301307.3,203827.8
te3467,257239.88,452198.94,354719.4
te3468,305460.94,500420.0,402940.47
te3469,205739.88,400698.94,303219.4
te3470,270002.4,464961.47,367481.94
te3471,115693.086,310652.12,213172.61
te3472,423704.47,618663.5,521184.0
te3473,366558.88,561517.94,464038.4
te3474,303156.9,498115.97,400636.44
te3475,70703.02,265662.06,168182.55
te3476,298543.34,493502.4,396022.88
te3477,138369.78,333328.84,235849.31
te3478,202625.12,397584.2,300104.66
te3479,161209.69,356168.75,258689.22
te3480,52950.914,247909.97,150430.44
te3481,274475.7,469434.75,371955.22
te3482,251999.31,446958.38,349478.84
te3483,250717.84,445676.9,348197.38
te3484,310096.4,505055.47,407575.94
te3485,234843.03,429802.1,332322.56
te3486,253853.62,448812.7,351333.16
te3487,357108.56,552067.6,454588.1
te3488,193694.9,388653.97,291174.44
te3489,304853.47,499812.53,402333.0
te3490,203577.69,398536.75,301057.22
te3491,249862.47,444821.53,347342.0
te3492,476300.47,671259.5,573780.0
te3493,286963.8,481922.88,384443.34
te3494,463803.72,658762.75,561283.25
te3495,124881.76,319840.8,222361.28
te3496,183060.31,378019.38,280539.84
te3497,238891.19,433850.25,336370.72
te3498,249201.6,444160.66,346681.12
te3499,328438.56,523397.62,425918.1
te3500,539604.5,734563.5,637084.0
te3501,404925.5,599884.56,502405.03
te3502,238160.28,433119.34,335639.8
te3503,176065.22,371024.28,273544.75
te3504,351771.75,546730.8,449251.28
te3505,208438.53,403397.6,305918.06
te3506,246300.69,441259.75,343780.22
te3507,166031.28,360990.34,263510.8
te3508,257385.03,452344.1,354864.56
te3509,238353.03,433312.1,335832.56
te3510,104911.79,299870.84,202391.31
te3511,326558.8,521517.88,424038.34
te3512,166190.9,361149.97,263670.44
te3513,230037.03,424996.1,327516.56
te3514,212785.81,407744.88,310265.34
te3515,130147.32,325106.38,227626.84
te3516,38289.914,233248.97,135769.44
te3517,178556.34,373515.4,276035.88
te3518,457324.34,652283.4,554803.9
te3519,159201.19,354160.25,256680.72
te3520,259620.22,454579.28,357099.75
te3521,268404.97,463364.03,365884.5
te3522,266278.16,461237.22,363757.7
te3523,89402.46,284361.5,186881.98
te3524,268941.0,463900.06,366420.53
te3525,263531.0,458490.06,361010.53
te3526,286627.75,481586.8,384107.28
te3527,399424.25,594383.3,496903.78
te3528,249037.66,443996.72,346517.2
te3529,181347.94,376307.0,278827.47
te3530,315989.62,510948.7,413469.16
te3531,170743.16,365702.22,268222.7
te3532,226732.97,421692.03,324212.5
te3533,106778.71,301737.75,204258.23
te3534,155703.19,350662.25,253182.72
te3535,190035.4,384994.47,287514.94
te3536,403705.66,598664.7,501185.2
te3537,198566.97,393526.03,296046.5
te3538,753985.25,948944.25,851464.75
te3539,184228.97,379188.03,281708.5
te3540,305652.75,500611.8,403132.28
te3541,178709.88,373668.94,276189.4
te3542,408473.47,603432.5,505953.0
te3543,609613.44,804572.44,707092.94
te3544,86353.74,281312.78,183833.27
te3545,168440.94,363400.0,265920.47
te3546,204945.12,399904.2,302424.66
te3547,299202.2,494161.25,396681.72
te3548,298440.25,493399.3,395919.78
te3549,160202.62,355161.7,257682.16
te3550,279270.28,474229.34,376749.8
te3551,117651.24,312610.28,215130.77
te3552,323354.4,518313.47,420833.94
te3553,357145.84,552104.9,454625.38
te3554,155816.0,350775.03,253295.52
te3555,428679.1,623638.1,526158.6
te3556,175146.4,370105.47,272625.94
te3557,137297.1,332256.16,234776.62
te3558,456096.6,651055.6,553576.1
te3559,367248.4,562207.44,464727.94
te3560,85971.945,280931.0,183451.47
te3561,346300.3,541259.4,443779.84
te3562,175128.22,370087.28,272607.75
te3563,197476.9,392435.97,294956.44
te3564,269766.97,464726.03,367246.5
te3565,244466.34,439425.4,341945.88
te3566,257247.66,452206.72,354727.2
te3567,219822.66,414781.72,317302.2
te3568,518871.47,713830.5,616351.0
te3569,158806.9,353765.94,256286.42
te3570,290013.78,484972.84,387493.3
te3571,277189.25,472148.3,374668.78
te3572,196851.97,391811.03,294331.5
te3573,161393.81,356352.84,258873.33
te3574,93027.164,287986.22,190506.69
te3575,237594.19,432553.25,335073.72
te3576,211218.9,406177.97,308698.44
te3577,423526.06,618485.1,521005.6
te3578,53399.195,248358.25,150878.72
te3579,252831.53,447790.6,350311.06
te3580,223828.19,418787.25,321307.72
te3581,267736.34,462695.4,365215.88
te3582,204300.62,399259.7,301780.16
te3583,557149.6,752108.6,654629.1
te3584,295104.5,490063.56,392584.03
te3585,233070.44,428029.5,330549.97
te3586,606020.94,800979.94,703500.44
te3587,228568.25,423527.3,326047.78
te3588,291118.06,486077.12,388597.6
te3589,274090.66,469049.72,371570.2
te3590,439324.34,634283.4,536803.9
te3591,393025.25,587984.3,490504.78
te3592,174338.22,369297.28,271817.75
te3593,370217.1,565176.1,467696.62
te3594,168714.22,363673.28,266193.75
te3595,146987.88,341946.9,244467.39
te3596,231789.28,426748.34,329268.8
te3597,0.0,186331.16,88851.625
te3598,456773.28,651732.3,554252.8
te3599,236263.66,431222.72,333743.2
te3600,343167.28,538126.3,440646.8
te3601,302631.5,497590.56,400111.03
te3602,414488.28,609447.3,511967.8
te3603,394885.4,589844.44,492364.94
te3604,525441.4,720400.4,622920.9
te3605,157829.88,352788.94,255309.4
te3606,106370.43,301329.47,203849.95
te3607,558831.2,753790.2,656310.7
te3608,421805.25,616764.3,519284.78
te3609,283052.06,478011.12,380531.6
te3610,179932.88,374891.94,277412.4
te3611,274098.78,469057.84,371578.3
te3612,268003.22,462962.28,365482.75
te3613,291868.12,486827.2,389347.66
te3614,617606.0,812565.0,715085.5
te3615,329655.6,524614.6,427135.12
te3616,151080.53,346039.6,248560.06
te3617,271213.8,466172.88,368693.34
te3618,72668.63,267627.7,170148.16
te3619,175486.69,370445.75,272966.22
te3620,111722.305,306681.34,209201.83
te3621,429127.84,624086.9,526607.4
te3622,88799.79,283758.84,186279.31
te3623,488750.03,683709.06,586229.56
te3624,213021.75,407980.8,310501.28
te3625,224818.22,419777.28,322297.75
te3626,105853.57,300812.62,203333.1
te3627,466907.84,661866.9,564387.4
te3628,293931.38,488890.44,391410.9
te3629,263597.12,458556.2,361076.66
te3630,443624.28,638583.3,541103.8
te3631,524004.78,718963.8,621484.3
te3632,148030.84,342989.88,245510.36
te3633,250305.66,445264.72,347785.2
te3634,221821.56,416780.62,319301.1
te3635,122134.445,317093.5,219613.97
te3636,376084.56,571043.6,473564.1
te3637,555270.7,750229.7,652750.2
te3638,271339.38,466298.44,368818.9
te3639,62217.055,257176.1,159696.58
te3640,252929.44,447888.5,350408.97
te3641,323493.3,518452.38,420972.84
te3642,714146.56,909105.56,811626.06
te3643,197865.34,392824.4,295344.88
te3644,392534.78,587493.8,490014.3
te3645,288972.3,483931.38,386451.84
te3646,80925.6,275884.66,178405.12
te3647,494470.78,689429.8,591950.3
te3648,347870.25,542829.3,445349.78
te3649,426504.8,621463.9,523984.34
te3650,338886.28,533845.3,436365.8
te3651,321338.53,516297.6,418818.06
te3652,157193.25,352152.28,254672.77
te3653,328166.9,523125.97,425646.44
te3654,310980.06,505939.12,408459.6
te3655,193984.69,388943.75,291464.22
te3656,202371.06,397330.12,299850.6
te3657,217334.47,412293.53,314814.0
te3658,307801.8,502760.88,405281.34
te3659,460155.9,655114.94,557635.44
te3660,373264.0,568223.06,470743.53
te3661,138829.53,333788.56,236309.05
te3662,87728.805,282687.84,185208.33
te3663,261631.75,456590.8,359111.28
te3664,139070.78,334029.84,236550.31
te3665,85954.98,280914.03,183434.5
te3666,279975.88,474934.94,377455.4
te3667,365696.72,560655.75,463176.25
te3668,334230.84,529189.9,431710.38
te3669,182096.12,377055.2,279575.66
te3670,371013.06,565972.1,468492.6
te3671,221516.9,416475.97,318996.44
te3672,360403.56,555362.6,457883.1
te3673,408477.34,603436.4,505956.88
te3674,673169.7,868128.7,770649.2
te3675,193662.4,388621.47,291141.94
te3676,240159.75,435118.8,337639.28
te3677,241789.12,436748.2,339268.66
te3678,164469.56,359428.6,261949.08
te3679,114680.43,309639.47,212159.95
te3680,254363.97,449323.03,351843.5
te3681,64387.93,259346.97,161867.45
te3682,321728.94,516688.0,419208.47
te3683,319354.12,514313.2,416833.66
te3684,575208.1,770167.1,672687.6
te3685,118737.87,313696.9,216217.39
te3686,176267.72,371226.78,273747.25
te3687,581350.4,776309.4,678829.9
te3688,175755.47,370714.53,273235.0
te3689,148139.5,343098.53,245619.02
te3690,126214.086,321173.12,223693.61
te3691,618499.25,813458.25,715978.75
te3692,175688.25,370647.3,273167.78
te3693,260687.1,455646.16,358166.62
te3694,259325.44,454284.5,356804.97
te3695,377931.25,572890.3,475410.78
te3696,281184.44,476143.5,378663.97
te3697,149329.5,344288.56,246809.03
te3698,355870.34,550829.4,453349.88
te3699,252988.9,447947.97,350468.44
te3700,237603.78,432562.84,335083.3
te3701,379869.78,574828.8,477349.3
te3702,396093.62,591052.7,493573.16
te3703,262975.75,457934.8,360455.28
te3704,391205.7,586164.75,488685.22
te3705,183211.78,378170.84,280691.3
te3706,304634.06,499593.12,402113.6
te3707,161520.47,356479.53,259000.0
te3708,242425.5,437384.56,339905.03
te3709,329298.5,524257.56,426778.03
te3710,140676.34,335635.4,238155.88
te3711,300122.16,495081.22,397601.7
te3712,393048.16,588007.2,490527.7
te3713,193581.9,388540.97,291061.44
te3714,161236.1,356195.12,258715.61
te3715,188732.12,383691.2,286211.66
te3716,132965.22,327924.25,230444.73
te3717,122331.62,317290.66,219811.14
te3718,11955.984,206915.03,109435.51
te3719,186816.69,381775.75,284296.22
te3720,218405.4,413364.47,315884.94
te3721,470324.66,665283.7,567804.2
te3722,336591.44,531550.5,434070.97
te3723,153493.69,348452.75,250973.22
te3724,474954.28,669913.3,572433.8
te3725,170372.0,365331.06,267851.53
te3726,93609.98,288569.03,191089.5
te3727,295829.25,490788.3,393308.78
te3728,561364.06,756323.06,658843.56
te3729,19434.516,214393.56,116914.04
te3730,32677.617,227636.66,130157.14
te3731,160885.72,355844.78,258365.25
te3732,197085.9,392044.97,294565.44
te3733,149495.03,344454.06,246974.55
te3734,240845.34,435804.4,338324.88
te3735,157499.44,352458.5,254978.97
te3736,256095.94,451055.0,353575.47
te3737,124188.13,319147.2,221667.66
te3738,540518.94,735477.94,637998.44
te3739,407516.1,602475.1,504995.62
te3740,512886.34,707845.4,610365.9
te3741,240501.22,435460.28,337980.75
te3742,193803.78,388762.84,291283.3
te3743,98242.695,293201.75,195722.22
te3744,552368.75,747327.75,649848.25
te3745,178251.69,373210.75,275731.22
te3746,120801.43,315760.47,218280.95
te3747,197173.28,392132.34,294652.8
te3748,181784.34,376743.4,279263.88
te3749,660784.94,855743.94,758264.44
te3750,115255.43,310214.47,212734.95
te3751,302073.66,497032.72,399553.2
te3752,278714.84,473673.9,376194.38
te3753,164086.38,359045.4,261565.89
te3754,188009.97,382969.03,285489.5
te3755,318617.78,513576.84,416097.3
te3756,279333.53,474292.6,376813.06
te3757,291151.4,486110.47,388630.94
te3758,161728.53,356687.6,259208.06
te3759,170930.22,365889.28,268409.75
te3760,263411.9,458370.97,360891.44
te3761,320237.56,515196.62,417717.1
te3762,257617.6,452576.66,355097.12
te3763,176294.88,371253.94,273774.4
te3764,173655.78,368614.84,271135.3
te3765,181825.38,376784.44,279304.9
te3766,321806.1,516765.16,419285.62
te3767,147192.88,342151.94,244672.4
te3768,598139.94,793098.94,695619.44
te3769,128079.51,323038.56,225559.03
te3770,154851.56,349810.62,252331.1
te3771,326974.72,521933.78,424454.25
te3772,152538.34,347497.4,250017.88
te3773,436018.72,630977.75,533498.25
te3774,322406.72,517365.78,419886.25
te3775,301246.5,496205.56,398726.03
te3776,184274.66,379233.72,281754.2
te3777,449090.78,644049.8,546570.3
te3778,81397.87,276356.9,178877.39
te3779,597455.0,792414.0,694934.5
te3780,457994.6,652953.6,555474.1
te3781,161284.69,356243.75,258764.22
te3782,534488.75,729447.75,631968.25
te3783,82477.195,277436.25,179956.72
te3784,312707.44,507666.5,410186.97
te3785,113317.664,308276.72,210797.19
te3786,262705.3,457664.38,360184.84
te3787,297070.88,492029.94,394550.4
te3788,409524.03,604483.06,507003.56
te3789,302548.72,497507.78,400028.25
te3790,312526.34,507485.4,410005.88
te3791,382972.72,577931.75,480452.25
te3792,176904.44,371863.5,274383.97
te3793,268848.4,463807.47,366327.94
te3794,325900.16,520859.22,423379.7
te3795,265827.1,460786.16,363306.62
te3796,313220.6,508179.66,410700.12
te3797,146686.12,341645.2,244165.66
te3798,494511.97,689471.0,591991.5
te3799,217176.28,412135.34,314655.8
te3800,167044.72,362003.78,264524.25
te3801,184161.0,379120.06,281640.53
te3802,507574.16,702533.2,605053.7
te3803,216307.84,411266.9,313787.38
te3804,52549.477,247508.53,150029.0
te3805,82073.82,277032.88,179553.34
te3806,461805.34,656764.4,559284.9
te3807,260117.78,455076.84,357597.3
te3808,116955.02,311914.06,214434.55
te3809,247689.66,442648.72,345169.2
te3810,72177.68,267136.72,169657.2
te3811,193278.97,388238.03,290758.5
te3812,52392.164,247351.22,149871.69
te3813,86162.055,281121.1,183641.58
te3814,232792.5,427751.56,330272.03
te3815,307266.06,502225.12,404745.6
te3816,140807.88,335766.94,238287.4
te3817,475987.03,670946.06,573466.56
te3818,128676.15,323635.2,226155.67
te3819,286602.84,481561.9,384082.38
te3820,87062.336,282021.38,184541.86
te3821,268511.06,463470.12,365990.6
te3822,152288.6,347247.66,249768.12
te3823,354756.7,549715.75,452236.22
te3824,266406.2,461365.25,363885.72
te3825,246100.1,441059.16,343579.62
te3826,386032.16,580991.2,483511.7
te3827,233065.38,428024.44,330544.9
te3828,222485.78,417444.84,319965.3
te3829,205168.72,400127.78,302648.25
te3830,511000.4,705959.44,608479.94
te3831,201551.78,396510.84,299031.3
te3832,160447.5,355406.56,257927.03
te3833,414120.75,609079.8,511600.28
te3834,585138.4,780097.4,682617.9
te3835,242300.38,437259.44,339779.9
te3836,150411.31,345370.34,247890.83
te3837,235029.12,429988.2,332508.66
te3838,229208.81,424167.88,326688.34
te3839,386325.53,581284.56,483805.06
te3840,289164.03,484123.1,386643.56
te3841,378748.97,573708.0,476228.5
te3842,242704.72,437663.78,340184.25
te3843,360506.62,555465.7,457986.16
te3844,152864.5,347823.56,250344.03
te3845,495670.47,690629.5,593150.0
te3846,361356.5,556315.56,458836.03
te3847,344590.4,539549.44,442069.94
te3848,708857.94,903816.94,806337.44
te3849,338875.03,533834.06,436354.56
te3850,200129.28,395088.34,297608.8
te3851,501707.28,696666.3,599186.8
te3852,394203.12,589162.2,491682.66
te3853,180070.5,375029.56,277550.03
te3854,117331.43,312290.47,214810.95
te3855,41138.445,236097.5,138617.97
te3856,466197.22,661156.25,563676.75
te3857,231959.19,426918.25,329438.72
te3858,49069.695,244028.75,146549.22
te3859,366133.34,561092.4,463612.88
te3860,140284.19,335243.25,237763.72
te3861,130210.07,325169.12,227689.6
te3862,127683.195,322642.25,225162.72
te3863,194679.84,389638.9,292159.38
te3864,596268.4,791227.4,693747.9
te3865,139655.81,334614.84,237135.33
te3866,163362.22,358321.28,260841.75
te3867,179874.97,374834.03,277354.5
te3868,652078.1,847037.1,749557.6
te3869,202071.81,397030.88,299551.34
te3870,459814.03,654773.06,557293.56
te3871,471550.28,666509.3,569029.8
te3872,378953.38,573912.44,476432.9
te3873,112215.086,307174.12,209694.61
te3874,52681.164,247640.22,150160.69
te3875,217263.31,412222.38,314742.84
te3876,297006.53,491965.6,394486.06
te3877,86724.57,281683.62,184204.1
te3878,163058.66,358017.72,260538.19
te3879,488100.16,683059.2,585579.7
te3880,179666.6,374625.66,277146.12
te3881,306911.1,501870.16,404390.62
te3882,147733.9,342692.94,245213.42
te3883,311693.94,506653.0,409173.47
